,spotify,key_and_mode
98991,spotify:track:6neqPS0TTnNhXiF65QwYND,D# minor
98993,spotify:track:3UFesJA984DEu36shfdhQO,E minor
98995,spotify:track:1nD8TSOJ5gKuxQuFCkZF6Y,C# minor
98998,spotify:track:2DSpxZTuVYrZUTWyi5bYRx,B minor
99000,spotify:track:23CFKJoM1eE4chbbxZHRkw,E minor
99002,spotify:track:6wAL8OFBylcAxsycFXMyXG,D# minor
99007,spotify:track:2sUA03SqvjHEtpPMG8NXEi,D minor
99010,spotify:track:2t7pcW0doRcBPFlmA3p4UT,C minor
99012,spotify:track:6rVjs9U0Kk0Kr8zeIMddo4,E minor
99015,spotify:track:4CUf2MKX5XxKayUK5P6hnn,F# Major
99016,spotify:track:4dBLV1cz2LYt3hDpHsQhQ3,E minor
99017,spotify:track:4WJ8vY4otim9QOBoUF7v8A,B minor
99018,spotify:track:2sbebDed4uRGdd9QAmhv7v,D# minor
99019,spotify:track:3KcFWiBW6FxdDhsNjwP3pw,D# minor
99020,spotify:track:6vFBzER0TfU8H3KzMSZDad,D# minor
99021,spotify:track:2ma6V9RNGzvY7hZEWIrswH,E minor
99022,spotify:track:3VmaCK81J2dWHNVnxaSb9M,Bb minor
99023,spotify:track:3oiTjlxU67A6sLZ4mtwysi,A minor
99024,spotify:track:08UPBUiC49kAkcvBge8QTD,Bb minor
99026,spotify:track:1aw8tJRVsAcrkqSbichdVr,E Major
99027,spotify:track:67rS3zHuDfmc1cuy5H9MPE,A minor
99028,spotify:track:5e2e6v3NpOCcJ62KutQGHF,Bb minor
99030,spotify:track:5TNIXVsiKjYXS2V87n5fBG,D# minor
99031,spotify:track:5iN2BepIhmn8gbRnp2Aru1,C minor
99032,spotify:track:2yzWwiY3OxKTAdoMOLnTRB,A minor
99033,spotify:track:0ecSCvZELImajdUf3dTxC1,A minor
99034,spotify:track:5tmb2fTvcB76r4799cqnoO,G minor
99035,spotify:track:3PFxbKdwbt8mupzZhxxko5,D# minor
99036,spotify:track:73W01GLlDXS7SfB4TGqyYn,A minor
99039,spotify:track:3YQLi3JowmNtfqIB7fLebh,D# minor
99040,spotify:track:55goSel0Smn32MOcAqDunY,D# minor
99041,spotify:track:5vcobkGZTdHAXLx3mUS7xV,D# minor
99049,spotify:track:5pVaqd2X1JmZAReIljMjVm,A minor
99050,spotify:track:46KN2vho91ax2TcHgLVWBt,A minor
99051,spotify:track:4ovNnUQISxa1mWT7IlYEgc,A minor
99052,spotify:track:6sh0n9yxfFfbAkSSq5Iktc,B minor
99053,spotify:track:5zoR50balvJkmS2hnlkAP0,A minor
99055,spotify:track:1acSwDI2pOFWBrK194hUp8,C minor
99279,spotify:track:1r0UfmTeHh9pjMdy6KyJTo,A minor
99281,spotify:track:5YM42cjCq5y0e7q3LZEV7O,B minor
99283,spotify:track:1OuLRKCXYPRMSAis1QiBZU,A minor
99284,spotify:track:3PYvLeJPb1tTmyAAmXBEPV,C Major
99286,spotify:track:5Cmf7yVYhiyU5TZ3WfaTcC,A minor
99288,spotify:track:7s8SSo5uVOEqYb1mFpHkPx,A minor
99300,spotify:track:2TocxMFpQouHnC8AhHLwVk,F Major
99302,spotify:track:4mQnh9rWZoXsBOix8tICpz,C Major
99305,spotify:track:6qnzNgGpJKoXcoAnQyXHLL,G Major
99309,spotify:track:3N5eM3bkuhNNUB0BhlUmcp,Bb minor
99311,spotify:track:34nctHj8vt3uPoWSEE7z65,E minor
99312,spotify:track:1cWt9TeHJWpWVhq3q4DvSk,D# minor
99486,spotify:track:48NsxjhARUIfTiye8CNX9a,C# minor
99488,spotify:track:4hLxpdXUv97QaF1j6mFqzP,Bb minor
99489,spotify:track:4LyAIGYPmX6931L3RWhZl2,A minor
99491,spotify:track:0hGG5duRJ7MJsSoxetCQ8q,C# minor
99492,spotify:track:6bOUGilQ4gmNhXVY8iHsXX,A minor
99494,spotify:track:65e020TyWW7c8kO3Tvf8uT,A minor
99519,spotify:track:1fB8doEJAK5O8Er6zG0D9a,A minor
99520,spotify:track:4EexfZhbccrLMQAwc0Jy7q,C minor
99521,spotify:track:7sayGuWwKhMoJbqXIOlNha,Bb minor
99522,spotify:track:0NDxBfQUILbHyuXCN7C5cf,D# minor
99524,spotify:track:7cyJd0qj0m2oz7EnO5zt44,F Major
99565,spotify:track:1vdM4EwpJJ0Vs6tXHQmVua,B minor
99566,spotify:track:6BvT6aDKdpWJ8651EqwVY4,D Major
99567,spotify:track:12wcRoZ7Siey3frinm4MRi,G Major
99569,spotify:track:2eMCv3VsAEuCYdreimSC7y,D Major
99570,spotify:track:0ehqgix3F3rz8SBJu50y0i,D Major
99614,spotify:track:076UQXpZMQQUBg0BEUe5BU,D minor
99615,spotify:track:1n0Ag3v88Q8dOpGtrJM2Ip,G minor
99616,spotify:track:7eIwn8bNMfag1QyCQzKxJU,E minor
99617,spotify:track:7fZ5DTtG7oBdzdk3pFbJwn,D minor
99620,spotify:track:2aj0x19lIVY9NNRsFqf3As,D minor
100523,spotify:track:0nvH7SkIgpV52fK6a8Q6fW,C minor
100524,spotify:track:1h0tlRCXLDmxwPlka8HRqh,F# minor
100527,spotify:track:6kYO8eg1VXuIm4r7i8Tzvk,G minor
100529,spotify:track:16BEpvpNrQVswVvfuZl7sV,C minor
100530,spotify:track:6mksK13eWXonlIRJlDrYHd,C minor
100539,spotify:track:36ZaO974BOAIXdA3LHdtHg,C Major
100696,spotify:track:73p7Neg8AHPEpqowTIq9EP,D Major
100697,spotify:track:51vcx8IPl9fs1fn8F8mAND,F Major
100698,spotify:track:5obhJ71YpC802YuIvnpOpv,E Major
100701,spotify:track:0sO7VCowSdBnJcQUEUITBT,F Major
100704,spotify:track:4pNGRj6s5TlhHvLWHPQC4l,A Major
100709,spotify:track:3Z3CggHXaxIgfCW4KGivZD,G Major
100711,spotify:track:4W60Nee0uD2RnM9EUP24Xd,D Major
100715,spotify:track:7E6v8TsZnGtqpqQGCbtOLP,G Major
100717,spotify:track:4UvAHLiBezLz2DKCsM6THX,C Major
100719,spotify:track:12ftihBjAWyVMk71nkroJK,F# Major
100768,spotify:track:09ChofjuP03vkq4HJeUU03,C Major
100769,spotify:track:2Lt64xlHeCNUBqBEkJJdwG,E Major
100770,spotify:track:362u3GYODS2NcumwIItIcp,A Major
100771,spotify:track:6moLgdDWKRJPJjD6GczsQp,D Major
100774,spotify:track:4hWLWKeHvOm1ChKKyBz7ny,C Major
100775,spotify:track:6Z1WWSEWEXyFWSDxp8sasz,B Major
100776,spotify:track:4p1EcFmEi7CzgT7OX7lPS6,C Major
100778,spotify:track:2IdkGnvGcBCYAT85bz0PXv,A minor
100779,spotify:track:3MUm6YXjC8PZGHTbffILCh,E minor
100783,spotify:track:4AL0UuQNf1HjX0u179b8y7,F Major
100784,spotify:track:7j8bgMH4GDNecaBPqyY3oo,B Major
100786,spotify:track:0FAopZoe3bvpC0H7ppzP3C,A Major
100787,spotify:track:2cU9GwtiSnsUt2CkQRrW3U,C Major
100788,spotify:track:0hPp0rYQL78d1R5RoNWCfw,G Major
100790,spotify:track:4UgC86gqdo2PwKHofPKUd4,C# minor
100791,spotify:track:4TJ3SBFBnrK8GC7OwVg71u,E Major
100835,spotify:track:1qee7pJ1tBa8hHOylkYSKH,G minor
100843,spotify:track:7JhuO7wXPk6IExcEt8e8mD,A Major
100844,spotify:track:2WkbjJsmwcJFKZeoO4WO1T,A Major
100848,spotify:track:3Iw3RcHb0mdbt3caOm6aJk,E Major
100853,spotify:track:6ek4ei5BihSFiEWYrl3Xrb,Bb Major
100856,spotify:track:2NOXtwWrupPUAEKE3apoOA,E Major
100857,spotify:track:4soJPA9yfB1o68ybMygEcM,A Major
100860,spotify:track:5QblhKzgcsXD52zP6KqZm3,C Major
100862,spotify:track:5ZdBdNs1g0XbmfVSbpBRl6,E Major
100863,spotify:track:5IyjOdJhchkugxeUWDgFgG,D Major
100865,spotify:track:2AEdPwZ7RSkevwVj4GTW3o,C Major
100866,spotify:track:3nfVdYgcUBoYK0qyIcmmWj,C# minor
100868,spotify:track:58Dp0rvdDaeiTDbSih9FJM,A minor
100876,spotify:track:5V6lDVuqrFO7HnNHQj31HR,D Major
100882,spotify:track:4Fksf2dUOE5HE4qjObAt3B,C Major
101078,spotify:track:5nCzXHQX7Oz8535VZN3avQ,D Major
101265,spotify:track:4zhxwU9vQdiHC8E8ypDyy9,F Major
101266,spotify:track:46z5MMqlbJ5LyMf2UATOJp,B minor
101269,spotify:track:3JPXMfocRrlpN0vkTN4AsP,F Major
101271,spotify:track:6KA7ZhVAueGj39MUdDP8zQ,E Major
101272,spotify:track:5I4OG6C96qXd9JmeaVK5Qq,A minor
101275,spotify:track:0CbYoaR4agXzOXUkdWY7Hh,F# Major
101276,spotify:track:4oNbugwRG9hBVG4ElTMeNr,A minor
101277,spotify:track:1YBO5mqW3xBA9KWZAtus9d,F# Major
101278,spotify:track:1GhXl4PZYyJZzq7O2FtYcN,D Major
101394,spotify:track:3a7ndJR8AaxO3qUCLovHBU,A minor
101442,spotify:track:5Rgq5b1oe1pg0BrXd8wEfY,F# minor
101443,spotify:track:1TjamTeBy1lYi6cvlLzaMD,E minor
101451,spotify:track:1EDlrGMaV5YsVoYuujkAS4,A minor
101479,spotify:track:5rAoDU3lj1jKNF3D1lFR45,A minor
101483,spotify:track:0Pen3q7rv3MNFlI5dFDp84,F Major
101505,spotify:track:2MoX1QwDkwqEAYThtZsdqY,D# Major
101507,spotify:track:1JdfUYkWNxGbM7weV1mzrG,A Major
101615,spotify:track:2J7FoJMPq8SBvu8lOX5p5P,C Major
101618,spotify:track:3zkikXjMyUknLY89CNm25B,F minor
101715,spotify:track:2RLn5sIOEXaUjSf3c15qmp,C# Major
101731,spotify:track:5Wq58zDoiFMvW8FIkC30nf,D minor
101733,spotify:track:5T98ZXnz8NYvFCCgT4kvj4,E minor
101734,spotify:track:1sEVWmjrhHWFtCabhIhtwa,A minor
101738,spotify:track:0Q8E0K232g8FlPqOeVE9ra,A minor
101740,spotify:track:5qOxTzBwFK4oQVhRaVgpIN,C Major
101743,spotify:track:2a6noVEbaTJyz8Gd3pT1jl,G minor
102115,spotify:track:5NDSVyBOeVf5oh6o6X958u,E minor
102116,spotify:track:4ecNoFW6fnCJnWwr4JMtFB,G Major
102117,spotify:track:0OqPNxEAEoCI0Qk7AJOezt,Bb minor
102118,spotify:track:0ZoZ39ABtIkf0aMsr1HmUC,A minor
102119,spotify:track:57quuTJcy5N3sdZPNjj4TI,E minor
102153,spotify:track:1dWdDPUvGykWQRRM7ch7my,G minor
102154,spotify:track:7EHrH3zGsNBRqORmPsO8MA,A minor
102157,spotify:track:7aa66OgrGEy4GlX9aVZS3M,A minor
102158,spotify:track:40ntXTpSxuDY8WXQIv5hDp,Bb minor
102159,spotify:track:4d5cWZifmncP4rFiT16Qvq,A minor
102160,spotify:track:7rX4jTHK13GtPlABme11AS,B minor
102163,spotify:track:24Pgf0UUThBajPrQ7V63PM,D Major
102165,spotify:track:2qOTATnFyTMZI79K2h00wp,F minor
102167,spotify:track:4qJf8Us9H77q6AsRtL4hpt,A minor
102168,spotify:track:7eHg0AUpiuT6CXs81mFtDd,B Major
102170,spotify:track:3o7NYJmSTxB2mHwBQGXzp4,D minor
102172,spotify:track:64rhhZvDfPKV3svh0JZAaW,A minor
102177,spotify:track:2RLn5sIOEXaUjSf3c15qmp,C# Major
102184,spotify:track:0XxFtaHjO3cgMove44ZYnN,F minor
102204,spotify:track:2AoW7T5UuicSmbX9GJyLfu,A minor
102210,spotify:track:3aNnm2JXPTA3p59iLSTAHy,C Major
102265,spotify:track:7ipiXzS2bntcbSorEK22nh,A Major
102266,spotify:track:6WNGyYQyR2VVE1iLsr64F8,G# Major
102268,spotify:track:0Jof0PWckBXSvbcPZ4HZV3,D minor
102270,spotify:track:73UCPoOi9JWXr7LFtJopGw,B minor
102271,spotify:track:4PYFBdr114huQcMzRygNO4,B Major
102273,spotify:track:7CWvJvmIjIdkdJ4sdpEcXJ,C Major
102274,spotify:track:2DM1gQLFXr7APKq26TpTSb,C Major
102275,spotify:track:5T4fIcsrPn1w6ESVJF91gV,B minor
102278,spotify:track:2SNDtcjmLVwog5j9qlssLc,D minor
102305,spotify:track:2MXy8C8px0aEa6QewExsyL,D minor
102342,spotify:track:2meNEUtnarDOAPmCixVzC3,D Major
102343,spotify:track:2F03slM5Uh5GpW1dihra78,G Major
102345,spotify:track:58FspyDhXKOnA95py5J8kQ,F# Major
102353,spotify:track:3n51Ew7ashTcaAUp6tReT3,C Major
103518,spotify:track:49mLXeMvyvHx4370SixImr,C Major
103519,spotify:track:3XUmypT3lNIYYJKwSmB5Me,D Major
103520,spotify:track:0TtV998hMSp2LbKuIpEtTK,G Major
103555,spotify:track:4RX1IC4VcaUxegoeLyNMqH,D minor
103556,spotify:track:54mHAMPUV21TAQ2Gg4pMiA,D Major
103557,spotify:track:5s8w6uNS6BRf4x0QAT5g4G,G minor
103561,spotify:track:4jxUa4D9wnPCVTBMjU1KxS,C minor
103595,spotify:track:4SpGQVOpI2X6PoohnItnKP,Bb Major
103596,spotify:track:3F8FPTbc30fgQtddntk6q2,F# Major
103597,spotify:track:0ctW7FErXt9mojBmzReR8X,E Major
103598,spotify:track:0JQs7MHPjo314Q7zGtfj4c,C# Major
103602,spotify:track:6T6EfG49v0i0qCv8rgPT9n,C minor
103605,spotify:track:3BbRAkk9cltoNiCoZnTnap,C minor
103621,spotify:track:04Lj3kLX1OHVVWonWQy8E0,A minor
103624,spotify:track:5QY0PUcQ9qbilO2Nxd0AUp,F minor
103739,spotify:track:68ueJC6Yg2qA1mwd1m67Eu,G minor
103818,spotify:track:3zUZhzcxPqiGjYVb1yPrXa,A minor
103819,spotify:track:7K9rPw2WjfVEjArwFi0w9U,C minor
103820,spotify:track:5anMN4408f9ylqMvNzPVHu,D minor
103821,spotify:track:0DFbh9fDacOsNc6tVUSN1d,C minor
103828,spotify:track:0JRN3K2RllzQy7MVpLImCI,Bb minor
103829,spotify:track:3ydwcJz7PNL0lNv5ia1pRE,G minor
103830,spotify:track:5lwiLnGbAbGcOrg6dYJ9Ta,B minor
103831,spotify:track:4ekDN8QWcuSuC2Spb5HrT7,A minor
104146,spotify:track:1bgNabMiCSlO2B0ZOKLguF,D# Major
104181,spotify:track:23EhT6IwEQuOdEmp0al2P6,D# Major
104182,spotify:track:49ZEliRi0Bi7bBjSflTcz3,Bb minor
104183,spotify:track:08B6TU58xELUMJIYRCczjz,C# minor
104184,spotify:track:4atOgAlDS1MMTSFLPcKIfS,B Major
104185,spotify:track:5gXGubSkCcKrCChDzAixBk,F# minor
104187,spotify:track:6wuw2eaLbpa2LEVSPXIlbf,Bb minor
104249,spotify:track:0biG9V600lC1n4fzKPt4sJ,C minor
104252,spotify:track:2Z1r3ErOtfgLcO9lnZ0FY9,A minor
104253,spotify:track:1A9r3T1G9ro8p7gJ0VvXss,A minor
104282,spotify:track:3Sh86dxWBEBPOmi2FiENKY,G minor
104284,spotify:track:1wwgVGpXuVDy4mGIJIaplY,E Major
104286,spotify:track:7o5u3T91IivOAijIMuYJXz,Bb Major
104287,spotify:track:1wLVulilff0LNPBcZ6jaEd,C# Major
104289,spotify:track:7cZ9H5ScxWqaEHmzlkJGvN,F minor
104290,spotify:track:6cqO3JbIPrV9VLWt5vfnqG,G# Major
104293,spotify:track:1RdzTHOylqOAEvVNRyw8YS,F minor
104294,spotify:track:0AZ5EK9O73oPMTbTf2ijvV,A Major
104295,spotify:track:43zI98LPKtENIQD9ZxMawQ,A Major
104352,spotify:track:7bZruBYqNMbHDntE2W0xif,D# Major
104384,spotify:track:7BgeiQTdl71RYyNUQfRSgc,E Major
104385,spotify:track:3ijajKlPlNoWucJEsSvs0P,C Major
104386,spotify:track:6kvYGJOBS2kyFIsJnLk6sd,A Major
104392,spotify:track:3FOUOdyJk4Au3nAy7lKaqO,A Major
104579,spotify:track:5pzw4dwgKMFzjk9Lx6eeN4,Bb Major
104580,spotify:track:0bhaFzWsTk3GIRm6DQvivw,F# Major
104585,spotify:track:3j3ntCN0nXjjq2OX7ufVnF,B minor
104586,spotify:track:1GDAy2VUouM7KeKaOBG0Mb,C# Major
104591,spotify:track:4KHsZom9ggQho8AZJUUmSh,G minor
104592,spotify:track:6zGqruiKjTZGzfWBnUi9k1,E Major
104593,spotify:track:0tDdOWunYLQPgQh87PLLYe,D# minor
104594,spotify:track:3Oe1doefQg3iGRTA9oIc5o,B minor
104596,spotify:track:6qFjIAQuYnrZt3e7vdZkrg,A minor
104598,spotify:track:4fokqAhpRjEn7SLaIgVuNY,B minor
104600,spotify:track:2ukUulfmws1GfM7lCvGznM,A Major
104648,spotify:track:7fJlNdK2M66SYfp0WGOFi4,G Major
104680,spotify:track:7hsQs3SLt2TlNeWUYWSHBa,D Major
104683,spotify:track:5mLxR0sfiHjcQwA1sn9GcY,D Major
104690,spotify:track:4niPxBKNy6goHE7ypA8pte,B minor
104737,spotify:track:5VTj1eU2a3jqEyUvZaTmVv,F# minor
104738,spotify:track:4Z67YkL0Alz1MfjisYDkoo,B minor
104740,spotify:track:5oYnQZ1qvwSBa4SldbcbPF,G# minor
104750,spotify:track:7jOdDzAVZP0iofbP1boCtg,G# Major
104753,spotify:track:0tyqAV54NZOFwfhxmFqq5e,D Major
104763,spotify:track:5OyXUUbkqKDNiElfRlnUBV,A minor
104764,spotify:track:6gpmPMJnjkDqYiv8bQxZla,F# Major
104817,spotify:track:2asa71klPX52WXGMmqmQlD,C Major
104818,spotify:track:5MCCHkYtWROHHK6TZDMXVi,G Major
104819,spotify:track:2D9n39cPRMnZWEfEDoI5mV,E minor
104823,spotify:track:6uR9j5dtijn7VOVkg7AIky,F Major
104825,spotify:track:5ci3HueHsBBQT6k4Bz9DFB,G Major
104930,spotify:track:75cQoLKHRLa0bQlF9kYT4S,F# minor
104931,spotify:track:7fu2FZJDR9fsZOqh96EjGN,C minor
105010,spotify:track:4uNO0iPqg2MS9YgsvuHxUr,D Major
105011,spotify:track:2YZSPTG1rQUgT3MnITCsoM,C Major
105012,spotify:track:5RpfmWTMeAZlsgWuuclGwy,D minor
105014,spotify:track:7Ho0FoVkzvEuYvNqafCws9,B minor
105015,spotify:track:7LAFaEDx7NSYQ62zAPFSNN,E minor
105016,spotify:track:5GjYr0irNTfAoz1mhIaz5D,B Major
105017,spotify:track:7f6ptOcryjYnqQnhzcZAjt,D Major
105018,spotify:track:3j7bIW0K45K8k5cxgMfR5y,F# Major
105019,spotify:track:02qSD9K0XTXvEU2iU9DJXM,D# Major
105028,spotify:track:0YhHme29tIC6ClKbndi5HP,A Major
105030,spotify:track:1GyAsxtMiVucMHn83Eh8vJ,Bb Major
105050,spotify:track:0YhHme29tIC6ClKbndi5HP,A Major
105051,spotify:track:524GJWrmU0mcW5QeDqgsjL,C# Major
105052,spotify:track:1GyAsxtMiVucMHn83Eh8vJ,Bb Major
105053,spotify:track:3HRM8odC1gDo3CpAGIDUfW,D# Major
105054,spotify:track:0s11NQFIAk4QuTWhA5AtWW,F# Major
105055,spotify:track:5LtYLtYTMKV5pKvkj2yYYU,F# Major
105059,spotify:track:2FA7n4vqVgThr0OQLfyg7l,F# Major
105060,spotify:track:2ZCPqh6FHpRMh8ZDXpbbD0,C Major
105081,spotify:track:1vhjWjSuZjR0SxqOCHxwcP,A minor
105256,spotify:track:5ecun7938sgWZgtYzU8JlN,B Major
105275,spotify:track:6EBbPyzCckqLQnUjK7jERw,Bb minor
105292,spotify:track:7DCottekhO82v9RJfox0c5,A Major
105365,spotify:track:5PzNpYux13kYPSsm2sb6X6,E minor
105366,spotify:track:0WgJsrCfpAkZlNFUzlbPDD,Bb minor
105367,spotify:track:3fKUHip7ZnwyUloLfLURbG,E minor
105368,spotify:track:1uTLgj0WSFD1agTuLCoNIA,C minor
105369,spotify:track:1exmqqLAUAhvSubTtb67Cd,D Major
105372,spotify:track:3xvgKJukhlXvxqfjlVvA05,B minor
105373,spotify:track:30ydmd5B66Kb4IsGe0qfdk,G minor
105374,spotify:track:5yXwAWXbRl3Ei218FnlFuU,F# minor
105375,spotify:track:2z7m4C7Z4ZVZR2CBXtZIdA,E minor
105377,spotify:track:2jQdbbH57wfazBnX2PsgBI,A minor
105379,spotify:track:6Q8WJT5C50G177rw2lkO5p,B minor
105380,spotify:track:6v9Z2y23d3TEatvQ7lzme3,B minor
105381,spotify:track:4Y3xAaQkHNFTUanHlwiFA5,A minor
105382,spotify:track:696BBa1BqyRj1FBU18yQVp,G minor
105383,spotify:track:00MONNORnJzOvNTqgxCE8I,D# minor
105385,spotify:track:5TNWE78JOQ6182Gni68uEe,F minor
105536,spotify:track:5KVuXYuF8YLSBEte27Pluk,G minor
105538,spotify:track:4TTKsjBiwVXuDkzerSEVFN,A minor
105539,spotify:track:7CHntnrrcD3SDlPxOxidDQ,D minor
105540,spotify:track:7kBpuqLoX3WKiMTg1t2QWs,D minor
105541,spotify:track:28Up2XjLp7vLecuwTVcqMq,C minor
105543,spotify:track:5RgNNUVjfpUDtRG8VuFG2a,D minor
105544,spotify:track:6N4Ctm2UQYR4XdtQDpsTVv,D minor
105559,spotify:track:1DEQKAABGTJ2Np3y9xmrGM,F Major
105560,spotify:track:0F5zeuVgHpQjuWeqlASgZF,A minor
105663,spotify:track:6v1zarDKCtvq2jCGTK4uYA,C# minor
105664,spotify:track:2BgAqq1Hw10JO2ZvD0PSnm,A Major
105666,spotify:track:3oYTLvfRmEDUqtcEv9l3vB,C# minor
105667,spotify:track:0XBP9uxrcmPxeJ4Bc3S0le,A minor
105668,spotify:track:6c8u5zVio4QTt2ikMF1kbv,G minor
105674,spotify:track:57NeFyfQuLHsIY3oPH7WZN,A minor
105699,spotify:track:71jdUVIzeQ0VJiSGYGxDHw,D# minor
105703,spotify:track:2eMjKKooCgGLIecLbxEpgU,A minor
105757,spotify:track:0sHp6xMX2v38pIAFfPIOwL,G minor
105758,spotify:track:1gljTshEp2vIn8GRUYVlLV,Bb Major
105860,spotify:track:5gTUvDIXzRRJWXzZWqRuRu,A minor
105976,spotify:track:0oOaYl2et4nKbswZZB4ZwX,A Major
106181,spotify:track:4wNS4nbFGG5jLYG1shAleK,C Major
106190,spotify:track:27pKO0lEXHUQ1ui8YGWsiK,D minor
106194,spotify:track:1Jvdj2WofYzcbvhOeRT1a2,G Major
106242,spotify:track:14oNYEXvQyZiyGogfR4s6x,G# Major
106243,spotify:track:7wrz3Jws3snH3XLR4E3gbp,G# Major
106244,spotify:track:3XuRMIzbENiCKFSHb1aebL,G Major
106245,spotify:track:1qcoD2m7I6U7O2yTryH9gp,G Major
106246,spotify:track:0UpHtKbVGZqZwlDbF9KKbP,F# Major
106247,spotify:track:3giI6cCkDSqBaPw46bGjLR,D# Major
106248,spotify:track:2cFrF6PaRAaHv6nVKQyIGi,E Major
106249,spotify:track:1Wc9MK1wvNnjtYcqWa3QjL,G Major
106250,spotify:track:4mIaLYqLHL6bB0EjaHtAoR,C# Major
106251,spotify:track:2MveY5zDO54wfK8z3BilKl,B minor
106254,spotify:track:0HQrwn3vm6QoTNgHimjfQr,F Major
106255,spotify:track:2hz1tQZy4pRK3rxEi7OZnL,Bb Major
106256,spotify:track:7wpZMiNpVRdnDF8ehyU4PN,C Major
106303,spotify:track:70NEAtSgNSvWpIhPyC5dSL,E Major
106336,spotify:track:5pVuo14FI6wmamxd1d2bDp,F minor
106385,spotify:track:1WmKGsHx2qjEY51DrPts58,D minor
106387,spotify:track:2Jax7yf9YM9YYh8EieuLaw,E minor
106391,spotify:track:4MseBM3ZgfFc8cUJCNsbhS,C minor
106392,spotify:track:30RNFWCibrxUPtzZLhj1ud,A minor
106393,spotify:track:3gTNt8qmoBCEC1XfKVqGe6,A minor
106418,spotify:track:7n8Z8w0Z2BflIxw2PLaAwh,C Major
106419,spotify:track:4Gu4xN74kjaIfG6Xm8iuL7,G Major
106423,spotify:track:5Df0VZIjKN1MOAqQx0GZUl,D minor
106424,spotify:track:2e5fEIhEYUetC7h5nDoajv,D Major
106426,spotify:track:7ueeLQAW7XBfXDa6zMs2A7,C Major
106433,spotify:track:6Higj6b4rDx1axGBoR6ojM,B minor
106436,spotify:track:6OvqiJPmS5nP37fvBUkiwy,A minor
106441,spotify:track:2JafzSUmyBhLVgXHgzFmDU,A Major
106495,spotify:track:6XHoJ8VYR8UR6ZiNdR8Ois,C minor
106496,spotify:track:3BY1pWff2ankpqpPtdfY4n,D minor
106514,spotify:track:4Nn9Scl8cPuA3wPGCZhcya,C minor
106518,spotify:track:0jfBX0d5JJyZ04tHJpQuXt,C# minor
106576,spotify:track:1GXO1RCsL8FKEj0OCGZADl,C# minor
106577,spotify:track:2EgnRm4mCgQRbih7AETxLm,C minor
106578,spotify:track:4eqphErSozER5vA6dM1B4e,G minor
106580,spotify:track:0KzjNY4FyGkgz5oFqSEfVZ,C minor
106581,spotify:track:5LX7MQdBVzNe3iGcCmtS8U,E minor
106582,spotify:track:3PNJgUX4SciCX31Vg773x4,D# minor
106583,spotify:track:1X1tzsxByI64behBKBZSxA,C minor
106584,spotify:track:2BKMRDxgbH1wB2uybNdnEv,C# Major
106603,spotify:track:5be5pqiYHVnLgtrtin3Re6,D# minor
106607,spotify:track:1vZ2CxrhObJTswsVHRpctM,D minor
106609,spotify:track:4ySYt4TUee6BrMV8nV2e6r,B minor
106633,spotify:track:5zVmti5ZftyCH06AicUB7p,F# Major
106637,spotify:track:6pwqmTp1qL3FaXgqV5Gr1C,F# Major
106639,spotify:track:22KYLTk04Y7KnsLmCZVAF0,B Major
106667,spotify:track:2zWeqD4bdUk5nrauYN8aaE,A minor
106703,spotify:track:4ovFf7xLCXLRyURiF7MRgw,G minor
106716,spotify:track:46zax2Ba5BNTwK2Na06ZEx,A minor
106857,spotify:track:0Jyz1dUGLJrkGW3pKzyMai,D# minor
106878,spotify:track:4PSHYJEpmZGBIeZByKs9d8,G# minor
106880,spotify:track:4aq1dMwb13FCCSk2oziuNN,D# Major
106881,spotify:track:68ZsMGT2aLQ99LeefVxvEm,C Major
106899,spotify:track:6gEY7SE7hNwJ9JtSQOo79c,C minor
106905,spotify:track:3ompVd6kBCr1em6I2waz2q,E Major
106907,spotify:track:7Gdnp1H5Z1ivbxxNXDoGFH,E minor
106909,spotify:track:72m04pisKKgBAFw3kV79xz,D# minor
106910,spotify:track:3nzUlJSa3WDST4kZ8qX27x,C minor
106927,spotify:track:5Hd0bt9njlpxxyq0yihAj4,C Major
106971,spotify:track:0qoa8ufbRTzmWPyGzAVLJT,C minor
107033,spotify:track:54pAexc8Ea5EAzFcKhvivP,G Major
107034,spotify:track:5JSqmBru6sCqWrPdn0vlGR,E Major
107036,spotify:track:3pcdRqbM1j9jlX9t3LEPcA,A Major
107037,spotify:track:566AFx2pDDxua6Ff2xNmih,D Major
107038,spotify:track:7IKlhzyn0qQz4H7Gp8E2FN,G Major
107039,spotify:track:46FCFrsXnTG8bn5VWXKSMA,C Major
107040,spotify:track:3SfNMOezy7cGXJtynFhJri,D Major
107041,spotify:track:7G8FkHa9VYxPm2Nr6N0pcJ,G Major
107042,spotify:track:6uyicMtOtexz5PoZT6UmkM,Bb minor
107043,spotify:track:4KjiDbboSskF43pdJWpenM,D minor
107101,spotify:track:6cZLg3qMr0689WUFVnzL0h,A Major
107102,spotify:track:2wveW3fXaQhZYGJNdtPKSh,D minor
107103,spotify:track:0X7BIXCIzyrtCfawu7SZuJ,E Major
107104,spotify:track:5pNNIH0p0Xf7tEA3FRXCsN,C Major
107105,spotify:track:6OCuVyf2qdjtr5QfrfdLvZ,C Major
107170,spotify:track:1BpgsVnHPA5EEASQHm38oM,G# Major
107171,spotify:track:2DyquTbaR3yqbMI0z5mtVK,C minor
